claim_id,claim
1004,Video shows Vice President Kamala Harris “hammered.”
1005,Travis Kelce endorsed Kamala Harris.
1006,"""Profesores de la Universidad de Howard confirman: 'Kamala fue la peor estudiante de la historia'""."
1007,Video shows Vice President Kamala Harris using a teleprompter.
1008,"Tim Walz said ""we can't afford four more years"" of Kamala Harris."
1009,“The last union member on a national ticket (was) Ronald Reagan.”
1010,Photo shows a toilet after “some Hezbollah operative blew up.”
1011,“The Montana Secretary of State left Kamala Harris off the ballot.”
1012,“A staffer reveals that Kamala Harris doesn’t actually own a gun.”
1013,"When Haitians go to school in Springfield, Ohio, they “take the place of our children in school” and “each one will have a private interpreter."""
1014,"“400,000 workers are now in a union that were not in a union when (Biden) became president.”"
1015,Sen. JD Vance admitted he has a ‘rent-a-dog’ from the Trump campaign to make him “seem like a dog person.”
1016,First lady Jill Biden led a Cabinet meeting for President Joe Biden and her signature appears on presidential stationery.
1017,Video claims to show Donald Trump in an interview with Diddy
1018,“iPhones exploding in Lebanon blowing up random people.”
1019,“Attorney General Merrick Garland just vetoed charging Ryan Routh with attempted assassination” of Donald Trump.
1020,"""Taylor Swift unexpectedly lost a $125 million brand contract after a massive advertising campaign” endorsing Vice President Kamala Harris."
1021,“Portugal lanza monedas de 7 euros para honrar al legendario futbolista Cristiano Ronaldo”.
1022,Former President Donald Trump “started out with $400 million on a silver platter and then filed for bankruptcy six times.”
1023,"Ryan Routh's Instagram bio says he is a ""proud LGBTQ+ member"""
1024,“Chiefs' Coach Andy Reid criticizes Taylor Swift: ‘You’re not a good role model.’”
1025,"“Kansas City Chiefs CEO bans Taylor Swift from attending games, calling her the team’s ‘biggest distraction.’”"
1026,"Former President Donald Trump could have destroyed the Affordable Care Act, but “he chose to build upon (it)."""
1027,Says Colin Kaepernick said he “will go to Russia if not properly respected in the United States.”
1028,Image shows “P Diddy with Kamala Harris.”
1029,"“If you make less than $100,000, Trump is about to raise your taxes. Currently, you’re taxed at 10% and then 12%. He would raise that to a flat rate of 15%.”"
1030,Vice President Kamala Harris’ college professors disparaged her as their “worst student.”
1031,Photo shows Kamala Harris posing beside Sean “Diddy” Combs.
1032,“BREAKING: Police found ‘explosives’ in car near former President Donald Trump’s rally site on Long Island.”
1033,"Charleroi, Pennsylvania, “has grown by 2,000% due to an influx in migrants.”"
1034,"""El gran respaldo de Taylor Swift"" a Kamala Harris ""le cuesta $125 millones en acuerdos de marca""."
1035,Taylor Swift “lost 17 million followers by endorsing Kamala.”
1036,Rep. Ruben Gallego’s “first act in Congress was to propose legislation to BAN the use of the term ‘illegal alien.’”
1037,"Of Bernie Moreno, “Now, he’s arguing for a national abortion ban, no exceptions.”"
1038,“Country Music Television (CMT) has announced a permanent boycott of Taylor Swift.”
1039,“Disney World officially moving to Nashville.”
1040,"“Illegal” Haitians in Springfield, Ohio, are “reportedly killing and eating pets.”"
1041,"Karine Jean-Pierre, President Joe Biden’s press secretary, ended a press conference when a reporter asked about Donald Trump’s assassination attempt."
1042,An image shows Taylor Swift responding to Elon Musk's X post about giving her a child by saying she's happy to take his daughter Vivian and ‘give her all the love and respect she deserves.’
1043,"“In 12 states, children born alive after a failed abortion have no legal protection, and in three more states children born alive after an abortion had legal rights that governors — like Tim Walz — repealed.”"
1044,Images show Sean Combs’ booking photos after Sept. 16 arrest.
1045,"“Kamala Harris has promised amnesty for the 10 million illegals she allowed in as border czar, making them eligible for Social Security. Studies warn this will lead to cuts in your Social Security benefits."""
1046,Vice President Kamala Harris is “talking about bringing back the draft.”
1047,"""ABC elimina a los moderadores del debate David Muir y Linsey Davis""."
1048,"Este es “vídeo de una inmigrante haitiana que asesinó y se comió al gato de sus vecinos” en Springfield, Ohio."
1049,CDC warns a third of adults may die from dangerous bacteria in ramen noodles.
1050,“Donald Trump posted this photo of Taylor Swift saying that she was crying because she lost over $150 million worth of merchandise.”
1051,“Coca-Cola cuts ties with Taylor Swift over (Kamala) Harris endorsement.”
1052,“Taylor Swift forced to cancel Eras Tour dates following endorsement backlash.”
1053,"Says Rep. Marjorie Taylor Greene said, “Who else thinks the downfall of America started with Barack Obama?”"
1054,The plus in LGBTQ+ includes pedophilia.
1055,"The FBI said it would “visit” Elon Musk for writing on X, “No one is even trying to assassinate Biden/Kamala.”"
1056,"""Typically you have three to four debates in a U.S. Senate race. (Sen. Tammy Baldwin, D-Wis. has) given me one debate, almost a month after early voting has started."""
1057,The “‘Inflation Reduction Act’ increased inflation and drove prices sky high!”
1058,"“In Project 2025, you’re going to have to register with a new federal agency when you get pregnant.”"
1059,"""Maduro llega a Rusia para pedir ayuda armamentista ante las relaciones negativas con los países americanos""."
1060,Former President Donald Trump posted “0-2” Sept. 15 on Truth Social.
1061,Ryan Routh appeared in a Blackrock commercial.
1062,"The apparent assassination attempt against former President Donald Trump on Sept. 15, 2024, was “staged.”"
1063,“The most recent State Budget increased funding for the Department of Tourism by 98 percent.”
1064,"“ABC lost $27M in ad revenue after advertisers pulled ads from the network after the way they hosted the debate"" on Sept. 10."
1065,Photos that show lists of school names are “school shooting lists.”
1066,A video shows a body that Israel embedded with a bomb exploding during a Palestinian funeral procession.
1067,“ESPN has fired Shannon Sharpe.”
1068,An image shows Travis Kelce responding to Elon Musk X post that followed Taylor Swift’s endorsement of Vice President Kamala Harris.
1069,Former President Donald Trump admitted during the Sept. 10 presidential debate that he “blew up the Nord Stream pipeline.”
1070,"Patron, Don Julio and Pink Whitney tequila recalled because they contained fecal matter."
1071,Mike Rogers supported “laws that could eliminate IVF and birth control.”
1072,"""Debate moderators made the false claim to Donald Trump that there is nowhere in the United States where abortion is legal up until birth."""
1073,ABC News fired presidential debate moderators David Muir and Linsey Davis.
1074,Imagen muestra carnet del Partido Comunista de la vicepresidenta Kamala Harris.
1075,Proposed Nevada constitutional amendment to protect abortion rights would put “essentially no limit on access to abortion.”
1076,"“Elon Musk is going to expose Bill Gates soon, says ‘he’s evil.’”"
1077,"“Gordon Ramsay calls Tim Walz a ‘woke creep,’ throws him out of Hell’s Kitchen.”"
1078,"""ÚLTIMA HORA Río Nilo se pinta de rojo sangre""."
1079,Photo shows Elton John wearing a “MAGA” jacket.
1080,The Minnesota Vikings have denounced Tim Walz: “We don’t suppᴏrt his values.”
1081,"Immigrants get $2,000 each time they cross the border illegally."
1082,Video shows tornadoes in Canada.
1083,Video shows a Ku Klux Klan member at a rally for former President Donald Trump.
1084,"Elon Musk said, “Anyone caught promoting propaganda will be suspended from X.”"
1085,"A Haitian woman was arrested in Springfield, Ohio, for eating a cat."
1086,"Kamala Harris “descubierta usando unos zarcillos con audífonos inhalambricos, para que le soplaran las respuestas durante el debate contra Donald Trump”."
1087,“Elon Musk to fund new anti-woke show featuring Tucker Carlson.”
1088,"Video shows Tim Walz “falsely claims that being gay in Nebraska is ‘illegal’"""
1089,"Vice President Kamala Harris wore NOVA H1 audio earrings in the Sept. 10, 2024, presidential debate."
1090,"""Dallas County Texas (tells) election workers to (illegally) lie on registration & use a church address to register homeless people to vote!”"
1091,CNN reported that the Apalachee High School shooting suspect was motivated by a “lack of trans acceptance.”
1092,Image shows “Michelle Obama’s necklace from DNC speech” said “Mike.”
1093,"""In Springfield (Ohio), they're eating the dogs, the people that came in, they're eating the cats. They're eating, they're eating the pets of the people that live there.”"
1094,"Haitian immigrants are eating pets and wildlife in Springfield, Ohio."
1095,"The Hells Angels Motorcycle Club is on the way to Aurora, Colorado, to confront a Venezuelan gang."
1096,Donald Trump “took away protections against discrimination for LGBTQ patients under the Affordable Care Act.”
1097,"""La nueva ley de condonación elimina $15,000 de la deuda de tarjetas de crédito para todos los estadounidenses""."
1098,“Un grupo de 32 venezolanos armados tomaron esta noche un edificio de apartamentos en Chicago”.
1099,Elissa Slotkin “gave your hard-earned tax money to illegal immigrants.”
1100,Video shows Democratic vice presidential candidate Tim Walz dancing to Beyoncé in a cowboy hat and crop top.
1101,A group of 32 armed Venezuelans took over an apartment building in Chicago.
1102,"""Kamala Harris aboga por censurar X en Estados Unidos al estilo de Brasil si es elegida presidenta en noviembre”."
1103,Project 2025 would defund K-12 schools.
1104,"“The entire family of Kamala Harris’ running mate, Tim Walz—they are all supporting Donald Trump.”"
1105,An image shows the social media profile of the accused suspect in the Apalachee High School shooting.
1106,McDonald’s “said they have no record whatsoever of Kamala Harris ever working at any of their locations.”
1107,“BREAKING: Apalachee High School shooter has been identified as non-binary trans girl Samantha Hyde.”
1108,“Kamala Harris said she will shut down X if elected.”
1109,“In less than 48 hours the United States government is shutting down for good.”
1110,"Photo shows a child “saved” by Deputy Ryan Braidley in Elko County, Nevada."
1111,"“The transgender thing is incredible... your kid goes to school and comes home a few days later with an operation. The school decides what’s going to happen with your child."""
1112,"El expresidente Donald Trump “tiene la intención de promulgar lo que, en efecto, es un impuesto nacional sobre las ventas…que elevaría los precios para las familias de clase media a casi $4,000 al año”."
1113,"On June 7, 2011, Kamala Harris was involved in a San Francisco hit-and-run crash that injured a woman named Alicia Brown."
1114,Photo shows Vice President Kamala Harris “in the 90s.”
1115,NFL’s Philadelphia Eagles endorsed Kamala Harris for president.
1116,"A zero-tolerance policy during the Trump administration ""led to less family separation than under Kamala Harris' border policies.”"
1117,"“BREAKING: Illegal Aliens in San Diego, California, tried to hijack 2 school buses filled with children.”"
1118,“Melania Trump just filed for divorce MINUTES ago in Palm Beach.”
1119,Vice President Kamala Harris “is a communist. … She is really a Marxist.”
1120,Vice President Kamala Harris was fired from McDonald’s for stealing.
1121,Image claims Tiger Woods said “Kamala's fake black accent is embarrassing and extremely offensive.”
1122,"U.S. Sen. Sherrod Brown voted to “give illegals taxpayer funded stimulus checks, health care, even Social Security."""
1123,"Four government agencies donated nearly $900,000 of taxpayer money to Kamala Harris’ presidential campaign."
1124,Nine Americans died from a listeria outbreak after Boar’s Head brand meat prioritized hiring “refugees” in Virginia.
1125,Rep. Elissa Slotkin “voted recently to let illegals vote in U.S. elections.”
1126,"Video shows “Kamala Harris describing how she can ruin lives with the 'swipe of a pen.’"""
1127,“There’s no such thing as menopause.”
1128,"“Hollywood actor Kurt Russell just said: ‘It is now proven, beyond a shadow of a doubt that Kamala Harris and Joe Biden CHEATED in the 2020 election with mail-in ballots.’”"
1129,"Former President Donald Trump ""intends to enact what, in effect, is a national sales tax ... that would raise prices on middle-class families by almost $4,000 a year."""
1130,“Kurt Russell forms a new non-woke actors alliance with Roseanne Barr and Tim Allen.”
1131,Photo of former President Donald Trump after an assassination attempt was generated by artificial intelligence.
1132,"C-SPAN captions for a JD Vance speech said, “Single person clapping.”"
1133,"“JD Vance actually sent a letter last year to the Department of Justice saying, ‘enforce the Comstock Act.’”"
1134,"El director general de la Organización Mundial de la Salud ""dice que ya no es emergencia sanitaria la viruela del mono"" en 2024."
1135,"El Dr. Juan Rivera lanza ""una pastilla revolucionaria"" para curar la diabetes."
1136,Image shows Fox Business graphic titled “Tim Walz’s Communist Agenda.”
1137,"“This month alone, more than 16,000 non-citizens have been removed from the voter rolls in 3 states.”"
1138,"Un video muestra un helicóptero distribuyendo “mosquitos genéticos en Massachusetts, Estados Unidos”."
1139,Video shows a CNN segment about “veterans cancelling their auto insurance.”
1140,Video shows buildings crumbling because of an “earthquake in Taiwan.”
1141,World Economic Forum “document confirms 6 billion humans will die in 2025.”
1142,Video shows Jordan Peterson making disparaging remarks about Chinese food
1143,Ruben Gallego wants to “cut your Social Security.”
1144,Charlie Kirk X post about iPhone storage reveals his top app is Grindr.
1145,Kamala Harris “wants to forcibly compel doctors and nurses against their will to give chemical castration drugs to young children.”
1146,"“Anything that you lose on the tariff from the perspective of the consumer, you gain in higher wages, so you're ultimately much better off.”"
1147,Sen. Bob Casey “voted to sell American oil to China.”
1148,Rep. Elissa Slotkin’s vote for the 2022 Inflation Reduction Act was a vote to “cut Medicare benefits for seniors.”
1149,Videos muestran a Kamala Harris ebria.
1150,The order of candidate names on North Carolina’s ballot shows a “clear attempt at voter manipulation.”
1151,“Colin Kaepernick 'screams' as Coach Kyle Shanahan denies his return request: 'The kneeling symbol has no chance of coming back.’”
1152,"Beyoncé and Taylor Swift announced a “big endorsement concert” and said, “No more silence, before it’s too late, our voice must be heard now!”"
1153,“Breaking: WNBA referees disqualify players under league’s new ‘no anthem kneeling’ rule.”
1154,Gov. Tim Walz insulted Ann Coulter’s romantic history after she called his son “weird.”
1155,Video shows helicopter “dropping millions” of mosquitoes in Massachusetts towns hit by eastern equine encephalitis virus.
1156,"“Kamala cast the tiebreaking vote to hire 87,000 new IRS agents to go after your tip income.”"
1157,Minnesota Gov. Tim Walz signed a law that would “take children away from their parents if the parents don’t want to consent to sex changes.”
1158,Donald Trump posted on Truth Social that Kamala Harris used to be a man named Kamal Aroush.
1159,Food and Drug Administration approval for updated COVID-19 vaccines requires a public health emergency declaration.
1160,“Nike announces termination of contract with Brittney Griner after ‘strong backlash’ from online community.”
1161,"Lowe’s CEO Marvin Ellison said on CNBC, “If conservatives do not like our values, they should take their money to Home Depot.”"
1162,“All students who knelt during the national anthem were rounded up and removed from scholarships” at the University of Texas.
1163,Kamala Harris has adopted the Nazi-rooted phrase “Strength Through Joy” as her campaign slogan.
1164,Jason Aldean rejected a $500 million music collaboration with Taylor Swift.
1165,"“Elon Musk pide la prohibición de ‘The View’, ‘prefiero caminar descalzo sobre asfalto caliente que ver The View’”."
1166,“Mark Wahlberg y Mel Gibson invierten 500 millones de dólares para el primer estudio de producción de la industria centrado en los valores tradicionales”.
1167,"Says U.S. Sen. Tammy Baldwin ""believes taxpayer dollars should be used for abortion."""
1168,Maxine Waters told her followers on X not to follow Omar Navarro because he is a “Hispanic Republican.”
1169,Jacky Rosen “said ending taxes on tips would ‘hurt working Nevada families.’”
1170,"Mike Rogers “left Michigan to trade on his D.C. connections, helping Chinese tech companies get access to the U.S.”"
1171,“The Harris-Biden Administration has been caught fraudulently manipulating Job Statistics.”
1172,Pallets of bricks were left all over the streets of Chicago before the Democratic National Convention.
1173,Says U.S. Sen. Tammy Baldwin “has done absolutely nothing” about the fentanyl crisis.
1174,Videos show Kamala Harris intoxicated.
1175,Video shows former President Donald Trump thought he was in North Carolina while he spoke in Pennsylvania.
1176,The Democratic National Convention was “nearly empty” during its first day.
1177,"“Kamala Harris wants to give $25,000 to illegal aliens to buy American homes.”"
1178,“PA Gov Josh Shapiro isn’t attending the DNC at all.”
1179,"Trump said “you used to be able to get cereal for 20, 30 bucks a pound.”"
1180,"Photo shows “domestic Antifa are already gathering in Chicago, to create chaos during the Harris-Walz DNC.”"
1181,“Travis Kelce kneels during national anthem fined $10 million and thrown out of the game.”
1182,The American flag is missing from the Democratic National Convention in Chicago.
1183,“Women don't even get their own restroom at the DNC convention.”
1184,Photo shows “pallets or containers of bricks have been found near locations designated for protests related to the Democratic National Convention”
1185,Democrats dyed the “Chicago River red to celebrate abortion.”
1186,The World Health Organization ordered governments to prepare for “mega lockdown” because of an mpox strain.
1187,A video shows “triggered Kamala Harris walks out on Charlamagne Tha God after he exposed Joe Biden’s dementia.”
1188,California law lets you “rob a store as long as it’s not more than $950” and “not get charged.” Kamala Harris “did that.”
1189,"Actor Mel Gibson told talk show host Oprah Winfrey, “You sell children!”"
1190,Sam Brown “said abortion should be banned without any exceptions for rape or incest.”
1191,“The NFL will now use facial recognition at every stadium to verify the identity of everyone at the game.”
1192,Kamala Harris y Tim Walz se tomaron una foto con un cartel comunista.
1193,A 15-year-old named “Graci Mae Thompson” is missing.
1194,Candace Owens will host an ABC morning show that will replace “The View.”
1195,JD Vance holds “anti-marriage-equality views.”
1196,El senador Rick Scott no apoya las excepciones al aborto.
1197,Minnesota Gov. Tim Walz signed a bill “redefining ‘sexual orientation’ to include pedophiles.”
1198,Gov. Tim Walz delivered paid family leave in Minnesota but “Republicans are blocking” a Biden-Harris proposal.
1199,“Bob Casey and Kamala Harris want to BAN fracking.”
1200,"“We’re losing 300,000 people a year to fentanyl that comes through our border. We had it down to the lowest number and now it’s worse than it’s ever been.”"
1201,Kamala Harris voted in favor of passing a law in 2022 to tax tips.
1202,"Dr. Leo Ferreira, a cancer researcher shown in a video clip, was on the plane that crashed in Brazil on Aug. 9."
1203,"Videos of media talking about Tim Walz as a ""happy warrior"" are proof of government propaganda legalized by Barack Obama."
1204,"Says Elon Musk posted on X, “Any harassment of Trump supporters using the term ‘weird’ will be punished.”"
1205,Photo from an Aug. 14 campaign event in Michigan shows “JD Vance couldn’t fill a small room.”
1206,Video shows Boston Red Sox player Jarren Duran getting a “MASSIVE” ovation after his two-game suspension for homophobic slur.
1207,"“Elon Musk has announced his first robot girlfriend, with artificial intelligence.”"
1208,"“Vice President, Kamala Harris cast the tie-breaking vote to cut, as you know, Medicare by $273 billion. She cast a vote to cut Medicare.”"
1209,Sen. Rick Scott does not support abortion exceptions.
1210,"""Elon Musk anuncia su primera novia (un robot con inteligencia artificial)""."
1211,Kamala Harris posted about banning Barron Trump’s friend from X because he wore a “Biden Loves Minors” shirt.
1212,Video shows former President Donald Trump freezing up.
1213,"Video muestra policías entrando en una casa en Inglaterra ""por comentarios en redes sociales""."
1214,"JD Vance “literally wrote the foreword for the architect of the Project 2025 agenda."""
1215,Craigslist ad shows “every single person” at Kamala Harris’ Arizona rally was paid.
1216,Photo of Kamala Harris’ Aug. 7 rally near Detroit was AI-generated and “there was nobody there.” Attendees pictured “didn’t exist.”
1217,"Says Tim Walz said he carried weapons in war, but “he has not spent a day in a combat zone.”"
1218,"El gobernador de Minnesota, Tim Walz, firmó una ley dando educación universitaria gratuita “a los inmigrantes ilegales”."
1219,“I went down in a helicopter with (Willie Brown). We thought maybe this is the end. We were in a helicopter going to a certain location together and there was an emergency landing.”
1220,Says Minnesota Gov. Tim Walz had his stomach pumped “after overingesting horse semen.”
1221,Photo shows former President Donald Trump “asleep at the 2017 NATO summit.”
1222,“Mike Tyson says he’s willing to box Olympic DUDE with all proceeds to go to a battered women’s charity.”
1223,"Says his Jan. 6, 2021, speech on the White House Ellipse drew the “same number of people,” as the 1963 March on Washington where Martin Luther King Jr. gave his “I Have a Dream” speech."
1224,“Caitlin Clark declines $1 million offer from ABC to appear on ‘The View.’”
1225,Image shows Hitler in similar scene as Trump.
1226,"""Tim Walz firmó una ley para dar licencia de conducir a inmigrantes ilegales en Minnesota""."
1227,"""El crimen violento aumentó bajo Donald Trump""."
1228,"""Tim Walz signed into law driver's licenses for illegal immigrants in Minnesota."""
1229,Minnesota Gov. Tim Walz signed “legislation giving free college … to illegal immigrants.”
1230,"“In 2021, Minnesotans were roughly five times more likely to move to Florida than vice versa” because they were “fleeing” the state under Democratic Gov. Tim Walz."
1231,"A plane crashed into the Milad Tower, July 31, 2024."
1232,"""Actornautas aparecen en los videos de la NASA desde hace años mostrando el set de filmación en el supuesto alunizaje”."
1233,"In Pompano Beach, Florida, Somali immigrants illegally in the U.S. were in line to get driver’s licenses and “all you need to vote is a driver's license.”"
1234,“Violent crime was up under Donald Trump.”
1235,President Joe Biden walked “onto an empty airplane for no reason.”
1236,“Police found human remains and evidence of cannibalism” at Oprah Winfrey’s home.
1237,"“Michael Jordan rejects $400 million Disney offer, stating, ‘I do not collaborate with companies aligned with woke ideologies.’”"
1238,“Scientists at Exeter University have reconstructed this 3D model of how Moses might have looked.”
1239,"During the 2020 Minnesota riots after George Floyd’s murder, Gov. Tim Walz didn’t call in the National Guard, “so, I sent in the National Guard to save Minneapolis.”"
1240,"“Elon Musk calls for ban on ‘The View,’ ‘I’d rather walk barefoot on hot asphalt than watch ‘The View.’”"
1241,"Eric Hovde “wants to repeal the Affordable Care Act, and kick millions off their health insurance.”"
1242,Tim Walz “changed the Minnesota flag so it could resemble the Somalian flag.”
1243,"“Elon Musk backs Caitlin Clark, offers $10 million endorsement.”"
1244,"Kamala Harris’ X post said the Olympics’ opening ceremony “made France look great! America, this is what we need to strive towards!”"
1245,Photo shows Israeli swimmers protesting Olympic rules by spelling out “bring them home.”
1246,“Nowhere on her birth certificate does it say that she is BLACK OR AFRICAN. … Kamala Harris is NOT black and never has been.”
1247,"""Since Vice President Harris and I took office … incomes have risen faster than prices."""
1248,Video shows a “strong tornado in Atlanta.”
1249,Says Simone Biles “announces retirement” and “reveals she is ‘expecting a baby.’”
1250,"Olympic air pistol shooting medalist took up the sport during his divorce and told his ex-wife from the podium, “I want my dog back.”"
1251,"""Samsung drops out of $1 billion advertising campaign with Olympics."""
1252,"""Mark Zuckerberg, CEO de Meta, ha retirado la verificación” de Nicolás Maduro en Facebook e Instagram."
1253,El 31 de julio de 2024 confirmaron el fallecimiento del expresidente Donald Trump en un accidente de helicóptero.
1254,Biden Executive Order 14019 “requires our taxpayer-funded federal agencies to violate the Hatch Act and engage in illegal vote harvesting.”
1255,Vice President Kamala Harris “was born in Canada.”
1256,Switzerland “no longer recognizes Islam as an official religion.”
1257,“Netflix loses 6 million subscribers within hours of donation announcement.”
1258,“Estados Unidos decide INVADIR VENEZUELA”.
1259,President Joe Biden “killed his first wife.”
1260,"Kamala Harris was “Indian all the way, and then all of a sudden, she made a turn and she went, she became a Black person.”"
1261,"“Even before the pandemic, America went into a manufacturing recession.”"
1262,Video shows that “JD Vance endorses Project 2025.”
1263,"""Kamala just launched her presidential campaign on RuPaul's Drag Race."""
1264,"Says Kamala Harris tweeted, “It’s BLACK LIVES MATTER, not ‘Biden Loves Minors!’”"
1265,Says Kamala Harris proposed on X that “we have the next debate at a venue Donald Trump feels more comfortable: Jeffrey Epstein’s townhouse.”
1266,Sen. JD Vance is “known for his obsession with couches.”
1267,Este video muestra un robo de votos en la elección del 2024 en Venezuela.
1268,Video shows “thousands of Christians in France gathered to pray after Olympics opening mocked Jesus Christ.”
1269,Project 2025 would end gay marriage.
1270,“Netflix stock tumbles almost 40%” after the company donated to Kamala Harris’ campaign.
1271,Vice President Kamala Harris is “calling for an end to the child tax credit.”
1272,Video shows “several masked men stormed a local voting station and stole the ballot boxes” in Venezuela’s 2024 election.
1273,“100 million ballots (Democrats) prefilled now have the wrong name.”
1274,"""Mike Pence endorsed Kamala Harris.”"
1275,"Kamala Harris said, “Today we celebrate the Olympics. Because Olympians are Olympic.”"
1276,Kamala Harris “supported abolishing ICE.”
1277,Rose Garden video shows that President Joe Biden was taller when he emerged from July 24 Oval Office speech.
1278,"“Today, America has record energy production and we are energy independent.”"
1279,"""Taylor Swift y Beyoncé se unen para un concierto épico en apoyo a Kamala Harris!""."
1280,ABC News reporter said “government tried to kill” former President Donald Trump.
1281,"Thomas Matthew Crooks worked for BlackRock ""in the past"" and BlackRock owned the building Crooks stood on when he shot at the Trump campaign rally."
1282,"Bruce Willis murió, 23 de julio de 2024."
1283,"Financial advisory company Austin Private Wealth shorted 12 million shares of Trump Media July 12, the day before former President Donald Trump’s attempted assassination."
1284,Video shows President Joe Biden’s July 24 address is “either CGI or a mask.”
1285,Videos show Jill Biden alone in Paris and at White House with Joe Biden at the same time.
1286,Imágenes muestran a la subdirectora del FBI Janeen DiGuiseppi sentada detrás del expresidente Donald Trump durante su intento de asesinato.
1287,"Says Bruce Willis died, as of July 23, 2024."
1288,Says Taylor Swift “announced a fund raising concert with Beyoncé in support of Harris” on July 23.
1289,Image shows former President Donald Trump golfing July 23 with “no wound. No bandage.”
1290,President Joe Biden is stepping down from the 2024 presidential race because he’s dead.
1291,"""Muere la madre de Michelle Obama, deja herencia a 'Mi hijo Michael'""."
1292,"Usha Vance, wife of Republican vice presidential nominee JD Vance, posted on X that Vice President Kamala Harris was “absolutely a DEI hire.”"
1293,Photo shows “Thomas Matthew Crooks wearing a quipá.”
1294,"The death of Rep. Sheila Jackson Lee, D-Texas, six days after the Trump rally shooting was linked to her “oversight of the Secret Service.”"
1295,"As of July 23, 2024, “Trump has announced he won’t debate Kamala Harris.”"
1296,Starbucks was an “official sponsor of the RNC.”
1297,"""Kamala Harris no es elegible para postularse para la presidencia. Ninguno de sus padres eran ciudadanos estadounidenses natos cuando ella nació""."
1298,"“Michelle Obama’s mother dies, leaves inheritance to ‘my son Michael.’”"
1299,Images show FBI assistant director Janeen DiGuiseppi seated behind former President Donald Trump during his assassination attempt.
1300,"Fox News aired a chyron that said, “Kamala could be the oldest elected female president.”"
1301,The absence of the presidential seal on President Joe Biden’s letter announcing his exit from the presidential race proves “this wasn’t Biden’s choice.”
1302,Photo shows Trump shooter Thomas Matthew Crooks was transgender.
1303,There are nine states “where Biden’s name can’t be removed and no one can be added. That’s over 130 electoral votes in the toilet.”
1304,“The state of Washington has already sent out their ballots” for the 2024 presidential election.
1305,"Former President Jimmy Carter “passed away Tuesday, July 23, at 01:34 am at his home in Plains, Georgia at the age of 99.”"
1306,Project 2025 would “end Head Start.”
1307,"Says former President Donald Trump said, “It took my entire ear off. The whole ear.”"
1308,"Kamala Harris “returned” a $5,000 donation Donald Trump made to her campaign in 2011."
1309,Kamala Harris “is not eligible to hold the office of president” because her parents were non-citizens.
1310,A July 21 video aired by PBS News shows President Joe Biden’s “first video address following dropping out of the presidential race.”
1311,Bill Gates is responsible for July 19 global tech outage.
1312,"An executive of the gay dating app Grindr said the Republican National Convention is ""basically Grindr’s Super Bowl.'”"
1313,A photo shows a Secret Service sniper at the July 13 Trump rally wearing a red string bracelet tied to Kabbalah Judaism.
1314,"After being shot at a Milwaukee rally in 1912, former President Teddy Roosevelt “finished his speech and he kept fighting.”"
1315,"""Unlike Mike Pence, (JD) Vance said he would have carried out Trump's plan to overturn the 2020 election."""
1316,A photo shows proof of a bullet hole in Trump’s jacket.
1317,"Milwaukee's Marcus Performing Arts Center – where 'The Daily Show' had been scheduled – “was originally located in the ‘soft perimeter,’ they called it, security-wise” but “was shifted, understandably so, to the ‘hard perimeter.’”"
1318,"“Just last week, Ruben Gallego voted to let the millions of people who poured into our country illegally cast a ballot in this upcoming election.”"
1319,The Secret Service staged the July 13 shooting at Trump rally.
1320,Video shows Donald Trump sleeping at the Republican National Convention’s first night.
1321,"Photo shows that two days after former President Donald Trump’s attempted assassination, the top part of his ear “grew back.”"
1322,The shooter who attempted to assassinate Donald Trump was “Maxwell Yearick.”
1323,Photos show former President Donald Trump golfing after being shot.
1324,Switzerland banned mammograms.
1325,Trump campaign rally gunman Thomas Matthew Crooks was “arrested more than once.”
1326,"A Secret Service agent named Jonathan Willis said he “had the assassin in his sights for 3 minutes, but he was told not to engage by the head of the (Secret Service) unit.”"
1327,"Photo shows the Instagram account of shooter Thomas Matthew Crooks, with the bio, “In my quest to end Epsteins evil empire.”"
1328,Video shows Trump gunman Thomas Matthew Crooks yelling “slash Republican throats”
1329,"Photo shows Barron Trump on July 13, 2024, at Butler, Pennsylvania, rally."
1330,Thomas Crooks “was a registered Democrat who voted for Clinton and Biden.”
1331,Photo shows Secret Service agents smiling while escorting Donald Trump offstage after assassination attempt.
1332,"Donald Trump escenificó el tiroteo en su mitin en Butler, Pensilvania."
1333,“The idea that there’s political violence or violence in America like this is just unheard of.”
1334,"Estas imágenes muestran a Thomas Matthew Crooks, el sospechoso del tiroteo en el mitin de Donald Trump."
1335,A photo from viral social media posts shows Trump rally shooting suspect Thomas Matthew Crooks.
1336,"Donald Trump staged the shooting at his rally in Butler, Pennsylvania."
1337,"“El que disparo Donald Trump, Mark Violets ha sido asesinado.”"
1338,“Butler Police confirm the shooter’s name is Mark Violets. He is a known Antifa extremist.”
1339,"“Trump rally shooter has been identified as 32-year-old California resident, Hank Pecker.”"
1340,"""The Trump administration handed out taxpayer dollars to a foreign company. Hundreds of homes and farms were bulldozed, and over $500 million in taxpayer dollars were wasted preparing for Foxconn."""
1341,"""Project 2025 eliminates OSHA and overtime wages.”"
1342,"Lower insulin prices were the work of the Trump administration, not “Crooked Joe Biden. He had NOTHING to do with it.”"
1343,"BBC News published a graphic quoting President Joe Biden saying, “Let me say this as clearly and simply as I can: [inaudible].”"
