claim,evidence,label
Photo shows former President Donald Trump “asleep at the 2017 NATO summit.”,"This photo’s official caption says former President Donald Trump was looking down, not sleeping.",refutes
“Mike Tyson says he’s willing to box Olympic DUDE with all proceeds to go to a battered women’s charity.”,"Mike Tyson didn’t say he would box Algerian boxer Imane Khelif. A representative for the American boxer told fact-checkers this is ""absolutely false."" | International Olympic Committee spokesperson Mark Adams said Aug. 2 that Khelif ""was born female, was registered female, lived her life as a female, boxed as a female, has a female passport.""",refutes
"Says his Jan. 6, 2021, speech on the White House Ellipse drew the “same number of people,” as the 1963 March on Washington where Martin Luther King Jr. gave his “I Have a Dream” speech.","The House select committee that investigated the events of Jan. 6, 2021, estimated 53,000 people attended President Donald Trump’s speech at the White House Ellipse. | The National Archives says 250,000 people attended Martin Luther King's Jr.’s ""I Have a Dream"" speech on Aug. 28, 1963, during the March on Washington.",refutes
“Caitlin Clark declines $1 million offer from ABC to appear on ‘The View.’”,This claim originated on a self-described satire site.,refutes
Image shows Hitler in similar scene as Trump.,The widely circulated photo of former President Donald Trump raising a clenched fist after a July assassination attempt bears no resemblance to a photo of Nazi leader Adolf Hitler after an attempted assassination of him. | The Hitler image in the post is altered. | There is no evidence that the July 13 assassination attempt of Trump was staged.,refutes
"""Tim Walz firmó una ley para dar licencia de conducir a inmigrantes ilegales en Minnesota"".","El gobernador de Minnesota, Tim Walz, firmó una ley que permite a los habitantes del estado, independientemente de su estatus migratorio, solicitar una licencia de conducir o un carné de identidad. | Para obtener una licencia, las personas deben cumplir ciertos requisitos, entre ellos demostrar que viven en Minnesota y presentar documentación que acredite su identidad. Los aplicantes también deben pasar un examen escrito y otro que muestra su habilidad de conducir.",supports
"""El crimen violento aumentó bajo Donald Trump"".","En un momento de su presentación como candidato demócrata a la vicepresidencia, el gobernador de Minnesota, Tim Walz, lanzó una crítica al ex presidente Donald Trump sobre el crimen. ""No se equivoquen"",dijo Walzen el mitin del 6 de agosto de 2024 en Filadelfia con la candidata presidencial demócrata, Kamala Harris. ""El crimen violento aumentó bajo Donald Trump. Y eso sin contar los delitos que él cometió"". La última parte de la declaración de Walz se refería a lacondena de Trumpen",supports
"""Tim Walz signed into law driver's licenses for illegal immigrants in Minnesota.""","Minnesota Gov. Tim Walz signed a bill that lets people in the state, regardless of immigration status, apply for a license or an ID card. | To get a license, people must meet certain requirements, including showing proof that they live in Minnesota, documentation proving their identity and passing a written test on the rules of the road and a driving skills test.",supports
Minnesota Gov. Tim Walz signed “legislation giving free college … to illegal immigrants.”,"A bill Gov. Tim Walz, D-Minn., signed into law in 2023 created a scholarship program to cover tuition costs at Minnesota public colleges and universities for students whose household income is less than $80,000 a year. | Students who are illegally in the U.S. can apply if they have attended a Minnesota school for at least three years and graduated or received a GED certificate in Minnesota.",supports
"“When Tim Walz was asked by his country to go to Iraq, do you know what he did? He dropped out of the Army and allowed his unit to go without him.”","Democratic vice presidential candidate Tim Walz served in the Nebraska and Minnesota National Guards for 24 years. Walz has said he retired in May 2005 to run for Congress; he submitted retirement paperwork five to seven months beforehand. | After Walz filed candidacy paperwork in February 2005, his battalion received a March 2005 notification for a potential — not definite — deployment within two years, not immediately. | Walz’s battalion was not officially ordered to go to Iraq until July 2005, two months after Walz retired.",uncertain
"“In 2021, Minnesotans were roughly five times more likely to move to Florida than vice versa” because they were “fleeing” the state under Democratic Gov. Tim Walz.","In 2021, almost four times as many Minnesotans moved to Florida than Floridians moved to Minnesota. | This is part of a long-standing migration pattern that isn’t limited to Minnesota or Democratic Gov. Tim Walz’s tenure. For years, more people move from upper Midwestern states to Florida than the inverse. Other states, some Republican-led, had similar if not higher out-migration numbers to Florida. | People’s motivations for moving out of state vary, and it’s possible some may have moved because they liked Florida’s policies over Minnesota’s. Some reasons for migrating from upper Midwestern states to Florida typically include retirement, lower taxes and warmer climate, migration experts said.",supports
"A plane crashed into the Milad Tower, July 31, 2024.","This video doesn’t show a plane crashing into a tower July 31. | The tower shown in the video is the Milad Tower, a communications tower in Tehran, Iran. | The video is from a social media user who defines himself as a video creator. The creator confirmed the post doesn’t show a real video, he said it was computer-generated.",refutes
"""Actornautas aparecen en los videos de la NASA desde hace años mostrando el set de filmación en el supuesto alunizaje”.","Este video no muestra el set de filmación del alunizaje de la NASA. Este fue creado por un sitio web en el 2002 como broma. | La NASA confirma que la misión del Apollo 11, la primera misión con tripulación que aterrizó en la Luna en 1969, si sucedió.",refutes
"In negotiating releases of Americans held abroad, “(I) gave the opposing country NOTHING — and never any cash.”","Former President Donald Trump’s administration released prisoners held by the U.S. government in exchange for freeing Americans held abroad. | In 2017, the Trump administration agreed to pay $2 million to North Korea for the release of a U.S. citizen detained there, but a White House official said the money was never paid.",uncertain
"In Pompano Beach, Florida, Somali immigrants illegally in the U.S. were in line to get driver’s licenses and “all you need to vote is a driver's license.”",Florida does not allow immigrants in the U.S. illegally to obtain driver’s licenses. | Only U.S. citizens can vote in federal elections. | The Florida Department of Motor Vehicles office pictured in this video was the subject of a news report about long wait times.,refutes
“Violent crime was up under Donald Trump.”,"After dropping the first three years of Donald Trump’s presidency, violent crime rose in 2020, his final year in office. The increase was big enough to erase those collective decreases. | The violent crime rate in Trump’s final year in office was still slightly lower than it was during the final year of his predecessor, President Barack Obama. | Experts said it’s wrong to pin the blame for rising violent crime solely on Trump. The spike was caused by a confluence of the coronavirus pandemic and societal upheaval after George Floyd’s 2020 murder.",supports
President Joe Biden walked “onto an empty airplane for no reason.”,"President Joe Biden boarded a plane that brought three former American prisoners to Maryland to talk to the flight crew, according to the White House and multiple journalists. | Video footage shows the plane wasn’t empty.",refutes
“Police found human remains and evidence of cannibalism” at Oprah Winfrey’s home.,"This claim isn’t genuine, as the original poster makes clear.",refutes
"“Michael Jordan rejects $400 million Disney offer, stating, ‘I do not collaborate with companies aligned with woke ideologies.’”",This claim originated on a self-described satire site.,refutes
“Scientists at Exeter University have reconstructed this 3D model of how Moses might have looked.”,This is an online joke. Scientists at the University of Exeter didn’t reconstruct a 3D model of Moses that looks like the wrestler Hulk Hogan.,refutes
"During the 2020 Minnesota riots after George Floyd’s murder, Gov. Tim Walz didn’t call in the National Guard, “so, I sent in the National Guard to save Minneapolis.”","Gov. Tim Walz signed an executive order May 28, 2020, calling up the Minnesota National Guard to respond to riots. | Shortly after the order, the National Guard said that it was assigning and preparing units to respond. | President Donald Trump spoke to Walz hours after Walz’s order. Trump offered assistance.",refutes
"“Elon Musk calls for ban on ‘The View,’ ‘I’d rather walk barefoot on hot asphalt than watch ‘The View.’”",This claim originated on a self-described satire site.,refutes
Kamala Harris “supports mandatory gun confiscation.”,"Kamala Harris, as a 2019 presidential primary candidate, said, ""I support a mandatory gun buyback program"" for assault weapons. We found no examples that she supports mandatory gun confiscation now and the majority of guns sold in the U.S. are handguns. | Former President Trump used the present tense when he said that Harris ""supports mandatory gun confiscation."" The Harris campaign told The New York Times that she supports banning assault weapons but not requiring their sale to the federal government. | As vice president, Harris has urged states to pass red flag laws and supported federal gun safety legislation that included funding for mental health and school security resources.",uncertain
Donald Trump “intends to cut” Medicare.,"Former President Donald Trump has said repeatedly during the 2024 presidential campaign that he will not cut Medicare. | During his presidency, Trump released four successive annual budgets that proposed cutting Medicare. However, experts are divided on how much those cuts would have hurt beneficiaries had they been enacted.",uncertain
"Eric Hovde “wants to repeal the Affordable Care Act, and kick millions off their health insurance.”","In comments from 2024, 2017 and 2012, Republican U.S. Senate candidate Eric Hovde said he wants to repeal the Affordable Care Act | Hovde’s website calls for health care reform, but not explicitly repealing the act. | Hovde does not lay out specifics for an alternative plan, but said in June he wants to keep protections for preexisting conditions.",supports
Tim Walz “changed the Minnesota flag so it could resemble the Somalian flag.”,"After a monthslong selection process, a Minnesota commission chose a new design for the state’s flag that was adopted May 11. | The flag includes a star and blue coloring, as does Somalia’s national flag, but Somalia’s flag was not an inspiration, said a Minnesota man whose flag concept inspired the final design. | The Minnesota flag has an eight-pointed star, while Somalia’s star is five-pointed. The dark blue surrounding the star on the Minnesota flag represents the state’s shape and the light blue on the right represents the state’s abundant lakes and rivers.",refutes
"“Elon Musk backs Caitlin Clark, offers $10 million endorsement.”",This claim originated on a self-described satire site.,refutes
"Kamala Harris’ X post said the Olympics’ opening ceremony “made France look great! America, this is what we need to strive towards!”",A review of Vice President Kamala Harris’ social media accounts confirmed that she never posted on X on the day of or in the days following the 2024 Paris Olympics’ opening ceremony. | The post appears to have originated on a satire site.,refutes
Photo shows Israeli swimmers protesting Olympic rules by spelling out “bring them home.”,"This photo was shared online in November, months before the Paris Olympics.",refutes
“Nowhere on her birth certificate does it say that she is BLACK OR AFRICAN. … Kamala Harris is NOT black and never has been.”,"Kamala Harris’ birth certificate, issued in 1964, does not describe her race. | It lists her mother as being from India and lists her ""color or race"" as Caucasian. It lists her father as being from Jamaica and his ""color or race"" as Jamaican. Though it doesn’t say so on the certificate, her father, Donald J. Harris, is a Black man. | Throughout her public life, Kamala Harris has identified herself as a Black woman who grew up in a multicultural home.",refutes
"""Since Vice President Harris and I took office … incomes have risen faster than prices.""","Since President Joe Biden took office Jan. 20, 2021, wage growth has trailed the rate of inflation. | However, Biden said ""incomes,"" which are defined differently from wages, and for that, the data backs him up. | After adjusting for inflation, per capita personal income after taxes has gone up modestly, after removing the temporary influx of pandemic-era stimulus cash that distorts the data for Biden’s first month in office, January 2021.",supports
Video shows a “strong tornado in Atlanta.”,This footage does not show a tornado in Atlanta. The video clips appear to be from storms in Kansas and Indiana.,refutes
Says Simone Biles “announces retirement” and “reveals she is ‘expecting a baby.’”,This claim is unfounded. American gymnast Simone Biles didn’t announce her retirement or pregnancy.,refutes
"Olympic air pistol shooting medalist took up the sport during his divorce and told his ex-wife from the podium, “I want my dog back.”",Turkish air pistol shooter Yusuf Dikec is an Olympic silver medalist who went viral on social media for his casual demeanor and attire. | Claims that he took up shooting during a messy divorce and asked his ex-wife for his dog back while standing on the Olympic podium originated as satire.,refutes
"""Samsung drops out of $1 billion advertising campaign with Olympics.""","An International Olympic Committee spokesperson told PolitiFact Samsung Electronics Co. has not withdrawn its sponsorship. | Samsung has continued to share posts and articles about the 2024 Paris Olympics. | This claim was first shared by websites that publish what they describe as ""satire.""",refutes
"""Mark Zuckerberg, CEO de Meta, ha retirado la verificación” de Nicolás Maduro en Facebook e Instagram.","Las cuentas de Facebook e Instagram del presidente de Venezuela Nicolás Maduro no estaban verificadas antes de las elecciones presidenciales, ni lo están ahora.",refutes
El 31 de julio de 2024 confirmaron el fallecimiento del expresidente Donald Trump en un accidente de helicóptero.,"El expresidente de Estados Unidos, Donald Trump, no falleció el 31 de julio en un accidente de helicóptero. Ese día él tuvo varios eventos públicos y desde entonces ha escrito en su red social Truth Social. | PolitiFact no encontró reportes verídicos de medios que confirmen su muerte o de que haya tenido un accidente de helicóptero.",refutes
Biden Executive Order 14019 “requires our taxpayer-funded federal agencies to violate the Hatch Act and engage in illegal vote harvesting.”,"The National Voter Registration Act, passed in 1993, states that voter registration agencies may include federal offices. | Executive Order 14019 states that when agencies carry out the order, all applicable laws must be followed. | The order does not command federal agencies to collect ballots.",refutes
Vice President Kamala Harris “was born in Canada.”,"Vice President Kamala Harris was born in 1964 in Oakland, California. | Harris lived in Canada from ages 12 to 18. She moved back to the United States after finishing high school.",refutes
Switzerland “no longer recognizes Islam as an official religion.”,"Switzerland banned full face coverings such as burqas, but it didn’t disacknowledge Islam.",refutes
“Netflix loses 6 million subscribers within hours of donation announcement.”,This claim originated on a self-described satire site.,refutes
“Estados Unidos decide INVADIR VENEZUELA”.,El Presidente Joe Biden pidió transparencia en los resultados de las elecciones de Venezuela. Pero él no ha dicho que Estados Unidos invadirá a Venezuela. | Los departamentos de Defensa de EE.UU. y de Estado le dijeron a PolitiFact que esta declaración es falsa.,refutes
President Joe Biden “killed his first wife.”,"President Joe Biden’s first wife, Nealia, died in a car crash in 1972 in Hockessin, Delaware. | Biden was in Washington, D.C., at the time.",refutes
"Kamala Harris was “Indian all the way, and then all of a sudden, she made a turn and she went, she became a Black person.”","In a contentious appearance at the National Association of Black Journalists annual conference in Chicago, former President Donald Trump argued with moderators over their questions and opened the conversation accusing Vice President Kamala Harris, the Democrats’ presumptive presidential nominee, of recently becoming Black. When asked whether he agreed with some Republicans characterizing Harris as a ""DEI hire,"" Trump launched into an unwieldy attack, claiming Harris had always promoted being Indian and that he ""didn’t know"" whether she was Black. ""She",refutes
"""Donald Trump intends to cut Social Security.""","In his earlier campaigns and before he was a politician, Trump said about a half dozen times that he’s open to major overhauls of Social Security, including cuts and privatization. Most recently, in a March 2024 CNBC interview, Trump said of entitlement programs such as Social Security, ""There’s a lot you can do in terms of entitlements, in terms of cutting."" | However, Trump quickly walked that statement back, and his CNBC comment stands at odds with essentially everything else Trump has said during the 2024 presidential campaign. | Trump’s campaign website says that not ""a single penny"" should be cut from Social Security, and he’s repeated similar lines in campaign rallies.",uncertain
"“Even before the pandemic, America went into a manufacturing recession.”","There is no official definition for when an industrial sector goes into recession, but by two common metrics — employment and output — U.S. manufacturing tipped negatively starting in early 2019, Trump’s third year in office. | Although manufacturing employment rose fairly robustly for the first two years of Trump’s term, this job growth stalled in his third year and fell slightly before the pandemic hit. | Even more notable, economists say, is that manufacturing output, by two separate metrics, fell modestly but consistently following its 2018 peak.",supports
Video shows that “JD Vance endorses Project 2025.”,"A video shared by Kamala Harris’ presidential campaign on X does not show Republican vice presidential nominee Sen. JD Vance endorsing Project 2025.It was recorded in 2021, before Project 2025 existed. | Democrats have linked Project 2025 to former President Donald Trump when attacking its proposals, but the Heritage Foundation-produced guide is neither an official Trump campaign position nor the Republican Party platform. | Vance has expressed support from some, but not all, of the ideas promoted in Project 2025. Trump and Vance have rebutted claims that they support it.",refutes
"""Kamala just launched her presidential campaign on RuPaul's Drag Race.""","Several news outlets reported Vice President Kamala Harris’ appearance on ""RuPaul’s Drag Race"" was recorded weeks before she announced she was running for president. | Harris launched her presidential campaign at an event in Wilmington, Delaware.",refutes
"Says Kamala Harris tweeted, “It’s BLACK LIVES MATTER, not ‘Biden Loves Minors!’”",This is a fabricated X post.,refutes
Says Kamala Harris proposed on X that “we have the next debate at a venue Donald Trump feels more comfortable: Jeffrey Epstein’s townhouse.”,This isn’t a real X post from Vice President Kamala Harris.,refutes
Vice President Kamala Harris “endorsed free taxpayer-funded government health care for all illegal aliens.”,"Republicans hoping to portray presumptive Democratic presidential nominee Kamala Harris as extreme on immigration say she wanted to give immigrants in the country illegally access to free health benefits paid for by taxpayers. | Harris has supported giving immigrants who are in the country illegally access to health coverage through her 2019 Medicare for All plan, but she hasn’t said it would be free for them or that it would be funded by taxpayers.",uncertain
Sen. JD Vance is “known for his obsession with couches.”,"Republican vice presidential nominee Sen. JD Vance did not write in his bestselling memoir, ""Hillbilly Elegy,"" about having a sexual encounter with a couch. | The false claim that he did surfaced on social media in a satirical post. | Illinois Democrat Gov. JB Pritzker amplified the claim on television but provided no more evidence to support the claim.",refutes
Este video muestra un robo de votos en la elección del 2024 en Venezuela.,Las autoridades electorales de Venezuela declararon a Nicolás Maduro el ganador de las elecciones presidenciales de 2024 del país. La oposición cuestionó los resultados. | Publicaciones en redes sociales comparten erróneamente un video diciendo que muestra hombres robando urnas electorales. Los hombres cargaban unidades de aire acondicionado de ventana.,refutes
Video shows “thousands of Christians in France gathered to pray after Olympics opening mocked Jesus Christ.”,"This video was taken in 2022, so it predates the Paris Olympics. It shows thousands of people gathered at the Sanctuary of Our Lady Lourdes in Lourdes, France, for the Feast of the Assumption, which commemorates the belief that Mary, the mother of Jesus, ascended to heaven after she died. | Some social media users shared another video claiming it showed a ""worship service"" following the Paris Olympics opening ceremony. But this video was taken in May.",refutes
Project 2025 would end gay marriage.,"As it is outlined in a 900-page document titled ""Mandate for Leadership,"" Project 2025 includes no proposal to eliminate same-sex marriage. | The document refers to heterosexual families as ""ideal"" and calls for the protection of faith-based federal grant recipients who do not support same-sex marriage. | Project 2025 is a ""presidential transition project"" led by the Heritage Foundation, a conservative think tank. Its contributors include a number of former Trump administration advisers, but former President Donald Trump has sought to distance himself from the plan. He has not advocated banning same-sex marriage during his 2024 presidential campaign.",refutes
“Netflix stock tumbles almost 40%” after the company donated to Kamala Harris’ campaign.,"The post originated from a satire website, which alluded to a real $7 million donation made by Reed Hastings, Netflix co-founder and executive chairman, to a super PAC supporting Vice President Kamala Harris’ presidential campaign. | Netflix itself did not donate to Harris’ campaign; corporations are barred from donating to federal elections.",refutes
Vice President Kamala Harris is “calling for an end to the child tax credit.”,"Vice President Kamala Harris has repeatedly expressed support for the child tax credit. | The Biden administration approved the 2021 American Rescue Plan, which expanded the child tax credit that year to $3,600 per child younger than 6, and $3,000 per child ages 6 to 17. The current amount is $2,000 per child, up to age 16. | The administration has pressured Congress to make the more generous credits permanent.",refutes
Video shows “several masked men stormed a local voting station and stole the ballot boxes” in Venezuela’s 2024 election.,"Venezuela’s electoral authorities on July 29 declared Nicolás Maduro the winner of the nation’s 2024 presidential election. The opposition is questioning the results. | A viral social media video claiming to show men stealing ballot boxes is wrong. The men are carrying air conditioning window units, not boxes of ballots.",refutes
Kamala Harris “wants to defund the police.”,"Calls by some liberals to ""defund the police"" followed a police officer’s murder of George Floyd. ""Defund"" is not an official legal term and can mean anything from closing a police department to diverting some of its budget to social services. | In 2020, then-Sen. Kamala Harris, D-Calif., called for ""reimagining"" public safety. But she didn’t explicitly call for shuttering police departments. | Harris has said police agencies are necessary and has called for more law enforcement funding.",uncertain
“100 million ballots (Democrats) prefilled now have the wrong name.”,There are no official ballots for the general election yet. | The 2024 Democratic presidential nominee will be determined in a virtual nominating process ahead of the Democratic National Convention in August. | State deadlines for receiving the presidential nominee’s name for ballot printing generally fall after that.,refutes
"""Mike Pence endorsed Kamala Harris.”","Former Vice President Mike Pence said in March he isn’t endorsing Donald Trump for president and reiterated that in a July podcast. | Pence has not endorsed Vice President Kamala Harris, the Democrats’ presumptive nominee, and doesn’t plan to, said Alison Holcomb, a spokesperson for Advancing American Freedom, a conservative advocacy group that Pence founded.",refutes
"Kamala Harris said, “Today we celebrate the Olympics. Because Olympians are Olympic.”","Vice President Kamala Harris did not say this quote about the Olympics, her campaign spokesperson said.",refutes
Kamala Harris “supported abolishing ICE.”,"As a U.S. senator in 2018, Kamala Harris criticized the Trump administration’s immigration policies, including a policy that led to family separations at the border. | In that context, Harris said U.S. Immigration and Customs Enforcement’s function should be reexamined and that ""we need to probably even think about starting from scratch."" | But Harris didn’t say there shouldn’t be immigration enforcement. In 2018, Harris also said U.S. Immigration and Customs Enforcement had a role and should exist.",refutes
Rose Garden video shows that President Joe Biden was taller when he emerged from July 24 Oval Office speech.,"The video of President Joe Biden walking out to the White House’s Rose Garden was shot at a lower angle. Because the camera was pointing up at Biden, it made him look taller. | In the video, Biden was standing a few steps in front of first lady Jill Biden, making him appear bigger because he was closer to the camera. In another photo from that day, the Bidens were standing beside each other, and their height difference was less exaggerated.",refutes
"“Today, America has record energy production and we are energy independent.”","Overall U.S. energy production is at a record high, and, by some definitions, the U.S. is energy independent. | However, in one key regard, the U.S. is not energy independent: The U.S. is a net importer of crude oil, which keeps the U.S. and its economy beholden to overseas developments.",supports
"""Taylor Swift y Beyoncé se unen para un concierto épico en apoyo a Kamala Harris!"".",Taylor Swift y Beyoncé no anunciaron el 24 de julio un concierto para recaudar fondos para la campaña presidencial de Kamala Harris.,refutes
ABC News reporter said “government tried to kill” former President Donald Trump.,"ABC News Chief Justice Correspondent Pierre Thomas did not say the ""government tried to kill former President Trump,"" as shortened social media videos claim. | In a report that aired July 24 on ""Good Morning America,"" he used the word ""gunman"" several times and named the shooter, Thomas Matthew Crooks, whom the Secret Service killed. | FBI Director Christopher Wray said the continuing investigation so far has not found that Crooks had any accomplices in the July 13 assassination attempt against Trump in Butler, Pennsylvania.",refutes
"Thomas Matthew Crooks worked for BlackRock ""in the past"" and BlackRock owned the building Crooks stood on when he shot at the Trump campaign rally.","Thomas Matthew Crooks appeared briefly in a 2022 BlackRock Inc., ad about teachers’ retirement plans. He and other students in the background were not paid, BlackRock said. | County records show American Glass Research Inc. owns the building from which Crooks fired the shots that killed one person and injured three, including former President Donald Trump. | A BlackRock spokesperson said the company neither owns nor has real estate funds invested in the building.",refutes
"Bruce Willis murió, 23 de julio de 2024.",Bruce Willis no ha muerto.,refutes
"Financial advisory company Austin Private Wealth shorted 12 million shares of Trump Media July 12, the day before former President Donald Trump’s attempted assassination.","Austin Private Wealth, an investment adviser, said the amount of shorted Trump Media shares reported in its July 12 filing was incorrect. The accurate holding amount was 1,200 shares, not 12 million.",refutes
Video shows President Joe Biden’s July 24 address is “either CGI or a mask.”,This video was altered.,refutes
Videos show Jill Biden alone in Paris and at White House with Joe Biden at the same time.,"A viral video shared on X doesn’t show first lady Jill Biden in Washington, D.C., and Paris at the same time. | Biden was at the White House where President Joe Biden gave a primetime speech about exiting the presidential race. Soon after, she left on a flight for Paris to lead the U.S. Olympic delegation.",refutes
Imágenes muestran a la subdirectora del FBI Janeen DiGuiseppi sentada detrás del expresidente Donald Trump durante su intento de asesinato.,"En 2023, Janeen DiGuiseppi fue ascendida a subdirectora de la Oficina de Amenazas Internas del FBI. | Un portavoz del FBI dijo que una mujer que aparece en publicaciones virales en redes sociales no es DiGuiseppi. | DiGuiseppi no asistió al mitin del expresidente Donald Trump en Butler, Pensilvania, según el FBI.",refutes
"Says Bruce Willis died, as of July 23, 2024.",Bruce Willis isn’t dead.,refutes
Says Taylor Swift “announced a fund raising concert with Beyoncé in support of Harris” on July 23.,Taylor Swift didn’t announce on July 23 a fundraiser for Vice President Kamala Harris.,refutes
Image shows former President Donald Trump golfing July 23 with “no wound. No bandage.”,"These images are from a video shared July 23 on YouTube, but the footage — former President Donald Trump playing a round with professional golfer Bryson DeChambeau — was taken before the July 13 assassination attempt.",refutes
President Joe Biden is stepping down from the 2024 presidential race because he’s dead.,"President Joe Biden didn’t die, but social media users are claiming he’s been dead since 2018 and that’s why he recently withdrew from the 2024 presidential race.",refutes
"""Muere la madre de Michelle Obama, deja herencia a 'Mi hijo Michael'"".","La madre de Michelle Obama, fallecida en mayo, no mencionó a su hija como mujer transgénero en su testamento. | El origen de esta afirmación surgió de una página web que se autodenomina como sátira.",refutes
"Usha Vance, wife of Republican vice presidential nominee JD Vance, posted on X that Vice President Kamala Harris was “absolutely a DEI hire.”","We found no credible news reports that Usha Vance, wife of Republican vice presidential nominee and Ohio Sen. JD Vance, called Vice President Kamala Harris a ""DEI hire"" in an X post. | The X account impersonating Usha Vance, which has been suspended, incorrectly said Usha Vance lives in San Diego. Usha was born there, but the Vances now have homes in Cincinnati and Alexandria, Virginia.",refutes
Photo shows “Thomas Matthew Crooks wearing a quipá.”,"The person in this photo isn’t Thomas Matthew Crooks, according to the synagogue that posted it in February on its Facebook page.",refutes
"The death of Rep. Sheila Jackson Lee, D-Texas, six days after the Trump rally shooting was linked to her “oversight of the Secret Service.”","Rep. Sheila Jackson Lee, D-Texas, died July 19 at age 74. Although a cause of death has not been publicly reported, Jackson Lee said in June that she had been diagnosed with pancreatic cancer. | We searched using Google and Nexis and found no reliable news reports connecting Jackson Lee's death to Secret Service oversight work or the Trump rally shooting. | During July 22 congressional testimony, then-Secret Service Director Kimberly Cheatle offered lawmakers condolences for Jackson Lee’s death. That sparked claims linking Jackson Lee’s death to oversight of the U.S. Secret Service.",refutes
"As of July 23, 2024, “Trump has announced he won’t debate Kamala Harris.”","The claim isn’t accurate. During a July 23 call with reporters hosted by the Republican National Committee, Trump said he’d be ""absolutely"" willing to debate Harris ""multiple times.""",refutes
Starbucks was an “official sponsor of the RNC.”,"Starbucks Corp. was not an official sponsor of the Republican National Convention. | The company worked with the Milwaukee 2024 Host Committee, a liaison between the city and the Republican National Committee, to give coffee to first responders including EMTs and firefighters.",refutes
"""Kamala Harris no es elegible para postularse para la presidencia. Ninguno de sus padres eran ciudadanos estadounidenses natos cuando ella nació"".","La vicepresidenta Kamala Harris nació en 1964 en Oakland, California. | La 14ª Enmienda de la Constitución de EE.UU. establece que son ciudadanos los nacidos en el país. | Según el Artículo II de la Constitución, sólo los ciudadanos nacidos en Estados Unidos pueden ser elegidos presidentes. Harris cumple ese requisito.",refutes
"“Michelle Obama’s mother dies, leaves inheritance to ‘my son Michael.’”","This claim originated on a self-described satire site. Michelle Obama’s mother, who died in May, didn’t out her daughter as a transgender woman in her will.",refutes
Project 2025 calls for restricting “access to IVF and contraception.”,"Project 2025, the 900-page conservative manual for the next Republican administration, doesn’t specifically recommend restrictions to in vitro fertilization, or IVF. | The manual also doesn’t call for restricting standard contraceptive methods, such as birth control pills or intrauterine devices. It does recommend restricting some emergency contraceptives from no-cost insurance coverage and defunding Planned Parenthood. | The document also has language that supports rights for fetuses and embryos, which legal experts said threatens family planning methods, including IVF and some forms of contraception.",uncertain
"President Joe Biden appointed ""Kamala Harris to be his border czar to deal with illegal immigration … Harris was put in charge of stopping illegal immigration.""","In March 2021, President Joe Biden tasked Vice President Kamala Harris with working alongside officials in Guatemala, El Salvador and Honduras to address the issues driving people to leave those countries and come to the United States. | The Biden-Harris administration said it would focus on five key issues: economic insecurity, corruption, human rights, criminal gang violence and gender-based violence. | Border security and management is the Homeland Security secretary’s responsibility.",uncertain
Images show FBI assistant director Janeen DiGuiseppi seated behind former President Donald Trump during his assassination attempt.,"In 2023, Janeen DiGuiseppi was promoted to the role of FBI assistant director of the agency’s Insider Threat Office. | An FBI spokesperson said a woman shown in viral social media posts is not DiGuiseppi. | DiGuiseppi did not attend former President Donald Trump’s rally in Butler, Pennsylvania, an FBI statement to PolitiFact said.",refutes
"Fox News aired a chyron that said, “Kamala could be the oldest elected female president.”","This image was altered. Fox News didn’t air this chyron, a network spokesperson said.",refutes
The absence of the presidential seal on President Joe Biden’s letter announcing his exit from the presidential race proves “this wasn’t Biden’s choice.”,"President Joe Biden published the letter as a candidate and not for official presidential business, so the letter did not require a presidential seal. ​",refutes
Photo shows Trump shooter Thomas Matthew Crooks was transgender.,"There is no evidence this is an image of Thomas Matthew Crooks, the shooter in the attempted assassination of former President Donald Trump. | The picture shows a transgender woman identified as Rose, according to reporting by a transgender activist and independent journalist, and confirmed by PolitiFact.",refutes
There are nine states “where Biden’s name can’t be removed and no one can be added. That’s over 130 electoral votes in the toilet.”,President Joe Biden was the presumptive — not official — Democratic presidential nominee until he announced July 21 that he would be dropping out of the race. | The official nominee will be chosen either in the run-up to the Democratic National Convention that starts Aug. 19 or at the convention itself. | States set deadlines for receiving the names of presidential nominees so that ballots can be printed. Those deadlines are generally after the convention.,refutes
“The state of Washington has already sent out their ballots” for the 2024 presidential election.,"Washington sent out ballots for its Aug. 6 statewide primary election, which does not include a presidential primary. It held its presidential primary earlier this year, on March 12. | President Joe Biden won Washington’s Democratic presidential primary in March, according to the certified election results. Biden has since dropped out of the race and endorsed Vice President Kamala Harris. | Under Washington law, presidential candidates must be certified for the November ballot by Aug. 20, which falls before the Democratic nominee could be formally elected at the Democratic National Convention. Washington’s secretary of state will accept a letter from the Democratic National Committee attesting to the party’s alternate nominee, a spokesperson said.",refutes
"Former President Jimmy Carter “passed away Tuesday, July 23, at 01:34 am at his home in Plains, Georgia at the age of 99.”","The death announcement included satirical claims about former President Jimmy Carter’s time in office and lewd references to former first ladies. | The Carter Center, a nonprofit organization Carter founded, told PolitiFact the letter is a hoax.",refutes
Project 2025 would “end Head Start.”,"Head Start is a federally funded program that supports early education and other services for low-income Americans. | The Project 2025 conservative policy blueprint says on Page 482 that it would ""Eliminate the Head Start program.""",supports
"Says former President Donald Trump said, “It took my entire ear off. The whole ear.”",This X post is fabricated.,refutes
