claim,label_multi,label_bin,speaker,date_parsed
A video shows a body that Israel embedded with a bomb exploding during a Palestinian funeral procession.,refutes,0,Instagram posts,2024-09-13
“ESPN has fired Shannon Sharpe.”,refutes,0,Facebook posts,2024-09-13
An image shows Travis Kelce responding to Elon Musk X post that followed Taylor Swift’s endorsement of Vice President Kamala Harris.,refutes,0,Threads posts,2024-09-13
Former President Donald Trump admitted during the Sept. 10 presidential debate that he “blew up the Nord Stream pipeline.”,refutes,0,Instagram posts,2024-09-13
"Patron, Don Julio and Pink Whitney tequila recalled because they contained fecal matter.",refutes,0,Facebook posts,2024-09-13
Mike Rogers supported “laws that could eliminate IVF and birth control.”,supports,1,Elissa Slotkin,2024-09-13
"""Debate moderators made the false claim to Donald Trump that there is nowhere in the United States where abortion is legal up until birth.""",refutes,0,Instagram posts,2024-09-13
ABC News fired presidential debate moderators David Muir and Linsey Davis.,refutes,0,Facebook posts,2024-09-13
Imagen muestra carnet del Partido Comunista de la vicepresidenta Kamala Harris.,refutes,0,Facebook posts,2024-09-13
Proposed Nevada constitutional amendment to protect abortion rights would put “essentially no limit on access to abortion.”,refutes,0,Sam Brown,2024-09-13
"“Elon Musk is going to expose Bill Gates soon, says ‘he’s evil.’”",refutes,0,Viral image,2024-09-12
"“Gordon Ramsay calls Tim Walz a ‘woke creep,’ throws him out of Hell’s Kitchen.”",refutes,0,Facebook posts,2024-09-12
"""ÚLTIMA HORA Río Nilo se pinta de rojo sangre"".",refutes,0,Facebook posts,2024-09-12
Photo shows Elton John wearing a “MAGA” jacket.,refutes,0,Viral image,2024-09-12
The Minnesota Vikings have denounced Tim Walz: “We don’t suppᴏrt his values.”,refutes,0,Facebook posts,2024-09-12
"Immigrants get $2,000 each time they cross the border illegally.",refutes,0,Instagram posts,2024-09-12
Video shows tornadoes in Canada.,refutes,0,Viral image,2024-09-12
Video shows a Ku Klux Klan member at a rally for former President Donald Trump.,refutes,0,Instagram posts,2024-09-12
"Elon Musk said, “Anyone caught promoting propaganda will be suspended from X.”",refutes,0,Viral image,2024-09-12
"A Haitian woman was arrested in Springfield, Ohio, for eating a cat.",refutes,0,Instagram posts,2024-09-12
"Kamala Harris “descubierta usando unos zarcillos con audífonos inhalambricos, para que le soplaran las respuestas durante el debate contra Donald Trump”.",refutes,0,X posts,2024-09-12
“Elon Musk to fund new anti-woke show featuring Tucker Carlson.”,refutes,0,Viral image,2024-09-12
"Video shows Tim Walz “falsely claims that being gay in Nebraska is ‘illegal’""",refutes,0,Instagram posts,2024-09-11
"Vice President Kamala Harris wore NOVA H1 audio earrings in the Sept. 10, 2024, presidential debate.",refutes,0,Social Media,2024-09-11
"""Dallas County Texas (tells) election workers to (illegally) lie on registration & use a church address to register homeless people to vote!”",refutes,0,X posts,2024-09-11
CNN reported that the Apalachee High School shooting suspect was motivated by a “lack of trans acceptance.”,refutes,0,Instagram posts,2024-09-11
Image shows “Michelle Obama’s necklace from DNC speech” said “Mike.”,refutes,0,Viral image,2024-09-11
"""In Springfield (Ohio), they're eating the dogs, the people that came in, they're eating the cats. They're eating, they're eating the pets of the people that live there.”",refutes,0,Donald Trump,2024-09-11
"Haitian immigrants are eating pets and wildlife in Springfield, Ohio.",refutes,0,Social Media,2024-09-09
"The Hells Angels Motorcycle Club is on the way to Aurora, Colorado, to confront a Venezuelan gang.",refutes,0,Social Media,2024-09-09
Donald Trump “took away protections against discrimination for LGBTQ patients under the Affordable Care Act.”,supports,1,Kamala Harris,2024-09-09
"""La nueva ley de condonación elimina $15,000 de la deuda de tarjetas de crédito para todos los estadounidenses"".",refutes,0,Facebook posts,2024-09-09
“Un grupo de 32 venezolanos armados tomaron esta noche un edificio de apartamentos en Chicago”.,refutes,0,X posts,2024-09-09
Elissa Slotkin “gave your hard-earned tax money to illegal immigrants.”,refutes,0,National Republican Senatorial Committee,2024-09-06
Video shows Democratic vice presidential candidate Tim Walz dancing to Beyoncé in a cowboy hat and crop top.,refutes,0,Instagram posts,2024-09-06
A group of 32 armed Venezuelans took over an apartment building in Chicago.,refutes,0,X posts,2024-09-06
"""Kamala Harris aboga por censurar X en Estados Unidos al estilo de Brasil si es elegida presidenta en noviembre”.",refutes,0,Instagram posts,2024-09-06
Project 2025 would defund K-12 schools.,supports,1,Kamala Harris,2024-09-06
"“The entire family of Kamala Harris’ running mate, Tim Walz—they are all supporting Donald Trump.”",refutes,0,Viral image,2024-09-06
An image shows the social media profile of the accused suspect in the Apalachee High School shooting.,refutes,0,Viral image,2024-09-05
McDonald’s “said they have no record whatsoever of Kamala Harris ever working at any of their locations.”,refutes,0,Social Media,2024-09-05
“BREAKING: Apalachee High School shooter has been identified as non-binary trans girl Samantha Hyde.”,refutes,0,X posts,2024-09-05
“Kamala Harris said she will shut down X if elected.”,refutes,0,Instagram posts,2024-09-05
“In less than 48 hours the United States government is shutting down for good.”,refutes,0,Viral image,2024-09-05
"Photo shows a child “saved” by Deputy Ryan Braidley in Elko County, Nevada.",refutes,0,Facebook posts,2024-09-05
"“The transgender thing is incredible... your kid goes to school and comes home a few days later with an operation. The school decides what’s going to happen with your child.""",refutes,0,Donald Trump,2024-09-05
"El expresidente Donald Trump “tiene la intención de promulgar lo que, en efecto, es un impuesto nacional sobre las ventas…que elevaría los precios para las familias de clase media a casi $4,000 al año”.",supports,1,Kamala Harris,2024-09-05
"On June 7, 2011, Kamala Harris was involved in a San Francisco hit-and-run crash that injured a woman named Alicia Brown.",refutes,0,X posts,2024-09-05
Photo shows Vice President Kamala Harris “in the 90s.”,refutes,0,Threads posts,2024-09-04
NFL’s Philadelphia Eagles endorsed Kamala Harris for president.,refutes,0,Instagram posts,2024-09-04
"A zero-tolerance policy during the Trump administration ""led to less family separation than under Kamala Harris' border policies.”",refutes,0,JD Vance,2024-09-04
"“BREAKING: Illegal Aliens in San Diego, California, tried to hijack 2 school buses filled with children.”",refutes,0,Social Media,2024-09-04
“Melania Trump just filed for divorce MINUTES ago in Palm Beach.”,refutes,0,Threads posts,2024-09-04
Vice President Kamala Harris “is a communist. … She is really a Marxist.”,refutes,0,Donald Trump,2024-09-04
Vice President Kamala Harris was fired from McDonald’s for stealing.,refutes,0,Facebook posts,2024-09-04
Image claims Tiger Woods said “Kamala's fake black accent is embarrassing and extremely offensive.”,refutes,0,Instagram posts,2024-09-04
"U.S. Sen. Sherrod Brown voted to “give illegals taxpayer funded stimulus checks, health care, even Social Security.""",refutes,0,Bernie Moreno,2024-09-04
"Four government agencies donated nearly $900,000 of taxpayer money to Kamala Harris’ presidential campaign.",refutes,0,Instagram posts,2024-09-03
Nine Americans died from a listeria outbreak after Boar’s Head brand meat prioritized hiring “refugees” in Virginia.,refutes,0,X posts,2024-09-03
Rep. Elissa Slotkin “voted recently to let illegals vote in U.S. elections.”,refutes,0,Mike Rogers,2024-09-03
"Video shows “Kamala Harris describing how she can ruin lives with the 'swipe of a pen.’""",refutes,0,X posts,2024-08-30
“There’s no such thing as menopause.”,refutes,0,Facebook posts,2024-08-30
"“Hollywood actor Kurt Russell just said: ‘It is now proven, beyond a shadow of a doubt that Kamala Harris and Joe Biden CHEATED in the 2020 election with mail-in ballots.’”",refutes,0,Instagram posts,2024-08-30
"Former President Donald Trump ""intends to enact what, in effect, is a national sales tax ... that would raise prices on middle-class families by almost $4,000 a year.""",supports,1,Kamala Harris,2024-08-30
“Kurt Russell forms a new non-woke actors alliance with Roseanne Barr and Tim Allen.”,refutes,0,Viral image,2024-08-30
Photo of former President Donald Trump after an assassination attempt was generated by artificial intelligence.,refutes,0,Viral image,2024-08-30
"C-SPAN captions for a JD Vance speech said, “Single person clapping.”",refutes,0,X posts,2024-08-30
"“JD Vance actually sent a letter last year to the Department of Justice saying, ‘enforce the Comstock Act.’”",supports,1,Elizabeth Warren,2024-08-30
"El director general de la Organización Mundial de la Salud ""dice que ya no es emergencia sanitaria la viruela del mono"" en 2024.",refutes,0,Instagram posts,2024-08-30
"El Dr. Juan Rivera lanza ""una pastilla revolucionaria"" para curar la diabetes.",refutes,0,Facebook posts,2024-08-30
Image shows Fox Business graphic titled “Tim Walz’s Communist Agenda.”,refutes,0,Facebook posts,2024-08-30
"“This month alone, more than 16,000 non-citizens have been removed from the voter rolls in 3 states.”",supports,1,Rick Scott,2024-08-29
"Un video muestra un helicóptero distribuyendo “mosquitos genéticos en Massachusetts, Estados Unidos”.",refutes,0,X posts,2024-08-29
Video shows a CNN segment about “veterans cancelling their auto insurance.”,refutes,0,Viral image,2024-08-29
Video shows buildings crumbling because of an “earthquake in Taiwan.”,refutes,0,Viral image,2024-08-29
World Economic Forum “document confirms 6 billion humans will die in 2025.”,refutes,0,Instagram posts,2024-08-29
Video shows Jordan Peterson making disparaging remarks about Chinese food,refutes,0,Facebook posts,2024-08-29
Ruben Gallego wants to “cut your Social Security.”,refutes,0,Kari Lake,2024-08-29
Charlie Kirk X post about iPhone storage reveals his top app is Grindr.,refutes,0,Threads posts,2024-08-29
Kamala Harris “wants to forcibly compel doctors and nurses against their will to give chemical castration drugs to young children.”,refutes,0,Donald Trump,2024-08-29
"“Anything that you lose on the tariff from the perspective of the consumer, you gain in higher wages, so you're ultimately much better off.”",refutes,0,JD Vance,2024-08-29
Sen. Bob Casey “voted to sell American oil to China.”,refutes,0,Dave McCormick,2024-08-28
Rep. Elissa Slotkin’s vote for the 2022 Inflation Reduction Act was a vote to “cut Medicare benefits for seniors.”,refutes,0,Mike Rogers,2024-08-28
Videos muestran a Kamala Harris ebria.,refutes,0,Social Media,2024-08-28
The order of candidate names on North Carolina’s ballot shows a “clear attempt at voter manipulation.”,refutes,0,X posts,2024-08-28
“Colin Kaepernick 'screams' as Coach Kyle Shanahan denies his return request: 'The kneeling symbol has no chance of coming back.’”,refutes,0,Facebook posts,2024-08-28
"Beyoncé and Taylor Swift announced a “big endorsement concert” and said, “No more silence, before it’s too late, our voice must be heard now!”",refutes,0,Facebook posts,2024-08-28
“Breaking: WNBA referees disqualify players under league’s new ‘no anthem kneeling’ rule.”,refutes,0,Viral image,2024-08-28
Gov. Tim Walz insulted Ann Coulter’s romantic history after she called his son “weird.”,refutes,0,Threads posts,2024-08-28
Video shows helicopter “dropping millions” of mosquitoes in Massachusetts towns hit by eastern equine encephalitis virus.,refutes,0,Instagram posts,2024-08-28
"“Kamala cast the tiebreaking vote to hire 87,000 new IRS agents to go after your tip income.”",refutes,0,Donald Trump,2024-08-28
Minnesota Gov. Tim Walz signed a law that would “take children away from their parents if the parents don’t want to consent to sex changes.”,refutes,0,JD Vance,2024-08-27
Donald Trump posted on Truth Social that Kamala Harris used to be a man named Kamal Aroush.,refutes,0,Threads posts,2024-08-27
Food and Drug Administration approval for updated COVID-19 vaccines requires a public health emergency declaration.,refutes,0,Jeffrey Barke,2024-08-27
“Nike announces termination of contract with Brittney Griner after ‘strong backlash’ from online community.”,refutes,0,Facebook posts,2024-08-27
"Lowe’s CEO Marvin Ellison said on CNBC, “If conservatives do not like our values, they should take their money to Home Depot.”",refutes,0,Threads posts,2024-08-26
“All students who knelt during the national anthem were rounded up and removed from scholarships” at the University of Texas.,refutes,0,Facebook posts,2024-08-26
Kamala Harris has adopted the Nazi-rooted phrase “Strength Through Joy” as her campaign slogan.,refutes,0,Instagram posts,2024-08-26
Jason Aldean rejected a $500 million music collaboration with Taylor Swift.,refutes,0,Facebook posts,2024-08-26
"“Elon Musk pide la prohibición de ‘The View’, ‘prefiero caminar descalzo sobre asfalto caliente que ver The View’”.",refutes,0,Facebook posts,2024-08-26
“Mark Wahlberg y Mel Gibson invierten 500 millones de dólares para el primer estudio de producción de la industria centrado en los valores tradicionales”.,refutes,0,Facebook posts,2024-08-26
"Says U.S. Sen. Tammy Baldwin ""believes taxpayer dollars should be used for abortion.""",supports,1,Bryan Steil,2024-08-26
Maxine Waters told her followers on X not to follow Omar Navarro because he is a “Hispanic Republican.”,refutes,0,Instagram posts,2024-08-23
Jacky Rosen “said ending taxes on tips would ‘hurt working Nevada families.’”,refutes,0,Sam Brown,2024-08-23
"Mike Rogers “left Michigan to trade on his D.C. connections, helping Chinese tech companies get access to the U.S.”",refutes,0,Elissa Slotkin,2024-08-23
“The Harris-Biden Administration has been caught fraudulently manipulating Job Statistics.”,refutes,0,Donald Trump,2024-08-23
Pallets of bricks were left all over the streets of Chicago before the Democratic National Convention.,refutes,0,X posts,2024-08-23
Says U.S. Sen. Tammy Baldwin “has done absolutely nothing” about the fentanyl crisis.,refutes,0,Eric Hovde,2024-08-22
Videos show Kamala Harris intoxicated.,refutes,0,Social Media,2024-08-22
Video shows former President Donald Trump thought he was in North Carolina while he spoke in Pennsylvania.,refutes,0,Viral image,2024-08-22
The Democratic National Convention was “nearly empty” during its first day.,refutes,0,Threads posts,2024-08-22
"“Kamala Harris wants to give $25,000 to illegal aliens to buy American homes.”",refutes,0,JD Vance,2024-08-22
“PA Gov Josh Shapiro isn’t attending the DNC at all.”,refutes,0,Viral image,2024-08-21
"Trump said “you used to be able to get cereal for 20, 30 bucks a pound.”",refutes,0,Threads posts,2024-08-21
"Photo shows “domestic Antifa are already gathering in Chicago, to create chaos during the Harris-Walz DNC.”",refutes,0,X posts,2024-08-21
“Travis Kelce kneels during national anthem fined $10 million and thrown out of the game.”,refutes,0,Viral image,2024-08-21
The American flag is missing from the Democratic National Convention in Chicago.,refutes,0,X posts,2024-08-21
“Women don't even get their own restroom at the DNC convention.”,refutes,0,X posts,2024-08-20
Photo shows “pallets or containers of bricks have been found near locations designated for protests related to the Democratic National Convention”,refutes,0,X posts,2024-08-20
Democrats dyed the “Chicago River red to celebrate abortion.”,refutes,0,X posts,2024-08-20
The World Health Organization ordered governments to prepare for “mega lockdown” because of an mpox strain.,refutes,0,Instagram posts,2024-08-20
A video shows “triggered Kamala Harris walks out on Charlamagne Tha God after he exposed Joe Biden’s dementia.”,refutes,0,Donald Trump Jr.,2024-08-19
California law lets you “rob a store as long as it’s not more than $950” and “not get charged.” Kamala Harris “did that.”,refutes,0,Donald Trump,2024-08-19
"Actor Mel Gibson told talk show host Oprah Winfrey, “You sell children!”",refutes,0,Facebook posts,2024-08-19
Sam Brown “said abortion should be banned without any exceptions for rape or incest.”,supports,1,Jacky Rosen,2024-08-19
“The NFL will now use facial recognition at every stadium to verify the identity of everyone at the game.”,refutes,0,Instagram posts,2024-08-16
Kamala Harris y Tim Walz se tomaron una foto con un cartel comunista.,refutes,0,Facebook posts,2024-08-16
A 15-year-old named “Graci Mae Thompson” is missing.,refutes,0,Facebook posts,2024-08-16
Candace Owens will host an ABC morning show that will replace “The View.”,refutes,0,Facebook posts,2024-08-16
JD Vance holds “anti-marriage-equality views.”,supports,1,Pete Buttigieg,2024-08-16
El senador Rick Scott no apoya las excepciones al aborto.,refutes,0,Debbie Mucarsel-Powell,2024-08-16
Minnesota Gov. Tim Walz signed a bill “redefining ‘sexual orientation’ to include pedophiles.”,refutes,0,Social Media,2024-08-16
Gov. Tim Walz delivered paid family leave in Minnesota but “Republicans are blocking” a Biden-Harris proposal.,supports,1,Pete Buttigieg,2024-08-16
“Bob Casey and Kamala Harris want to BAN fracking.”,refutes,0,Dave McCormick,2024-08-16
"“We’re losing 300,000 people a year to fentanyl that comes through our border. We had it down to the lowest number and now it’s worse than it’s ever been.”",refutes,0,Donald Trump,2024-08-16
Kamala Harris voted in favor of passing a law in 2022 to tax tips.,refutes,0,Instagram posts,2024-08-15
"Dr. Leo Ferreira, a cancer researcher shown in a video clip, was on the plane that crashed in Brazil on Aug. 9.",refutes,0,Facebook posts,2024-08-15
"Videos of media talking about Tim Walz as a ""happy warrior"" are proof of government propaganda legalized by Barack Obama.",refutes,0,Instagram posts,2024-08-15
"Says Elon Musk posted on X, “Any harassment of Trump supporters using the term ‘weird’ will be punished.”",refutes,0,Viral image,2024-08-15
Photo from an Aug. 14 campaign event in Michigan shows “JD Vance couldn’t fill a small room.”,refutes,0,X posts,2024-08-15
Video shows Boston Red Sox player Jarren Duran getting a “MASSIVE” ovation after his two-game suspension for homophobic slur.,refutes,0,TikTok posts,2024-08-15
"“Elon Musk has announced his first robot girlfriend, with artificial intelligence.”",refutes,0,Facebook posts,2024-08-15
"“Vice President, Kamala Harris cast the tie-breaking vote to cut, as you know, Medicare by $273 billion. She cast a vote to cut Medicare.”",refutes,0,Donald Trump,2024-08-15
Sen. Rick Scott does not support abortion exceptions.,refutes,0,Debbie Mucarsel-Powell,2024-08-14
"""Elon Musk anuncia su primera novia (un robot con inteligencia artificial)"".",refutes,0,Instagram posts,2024-08-14
Kamala Harris posted about banning Barron Trump’s friend from X because he wore a “Biden Loves Minors” shirt.,refutes,0,Instagram posts,2024-08-14
Video shows former President Donald Trump freezing up.,refutes,0,Threads posts,2024-08-14
"Video muestra policías entrando en una casa en Inglaterra ""por comentarios en redes sociales"".",refutes,0,Instagram posts,2024-08-14
"JD Vance “literally wrote the foreword for the architect of the Project 2025 agenda.""",supports,1,Tim Walz,2024-08-14
Craigslist ad shows “every single person” at Kamala Harris’ Arizona rally was paid.,refutes,0,Instagram posts,2024-08-13
Photo of Kamala Harris’ Aug. 7 rally near Detroit was AI-generated and “there was nobody there.” Attendees pictured “didn’t exist.”,refutes,0,Donald Trump,2024-08-12
"Says Tim Walz said he carried weapons in war, but “he has not spent a day in a combat zone.”",supports,1,JD Vance,2024-08-12
"El gobernador de Minnesota, Tim Walz, firmó una ley dando educación universitaria gratuita “a los inmigrantes ilegales”.",supports,1,Lindsey Graham,2024-08-12
“I went down in a helicopter with (Willie Brown). We thought maybe this is the end. We were in a helicopter going to a certain location together and there was an emergency landing.”,refutes,0,Donald Trump,2024-08-09
Says Minnesota Gov. Tim Walz had his stomach pumped “after overingesting horse semen.”,refutes,0,Viral image,2024-08-09
Photo shows former President Donald Trump “asleep at the 2017 NATO summit.”,refutes,0,Viral image,2024-08-09
“Mike Tyson says he’s willing to box Olympic DUDE with all proceeds to go to a battered women’s charity.”,refutes,0,Threads posts,2024-08-09
"Says his Jan. 6, 2021, speech on the White House Ellipse drew the “same number of people,” as the 1963 March on Washington where Martin Luther King Jr. gave his “I Have a Dream” speech.",refutes,0,Donald Trump,2024-08-09
“Caitlin Clark declines $1 million offer from ABC to appear on ‘The View.’”,refutes,0,Facebook posts,2024-08-09
Image shows Hitler in similar scene as Trump.,refutes,0,Threads posts,2024-08-09
"""Tim Walz firmó una ley para dar licencia de conducir a inmigrantes ilegales en Minnesota"".",supports,1,Byron Donalds,2024-08-09
"""El crimen violento aumentó bajo Donald Trump"".",supports,1,Tim Walz,2024-08-09
"""Tim Walz signed into law driver's licenses for illegal immigrants in Minnesota.""",supports,1,Byron Donalds,2024-08-09
Minnesota Gov. Tim Walz signed “legislation giving free college … to illegal immigrants.”,supports,1,Lindsey Graham,2024-08-09
"“In 2021, Minnesotans were roughly five times more likely to move to Florida than vice versa” because they were “fleeing” the state under Democratic Gov. Tim Walz.",supports,1,Ron DeSantis,2024-08-08
"A plane crashed into the Milad Tower, July 31, 2024.",refutes,0,Facebook posts,2024-08-08
"""Actornautas aparecen en los videos de la NASA desde hace años mostrando el set de filmación en el supuesto alunizaje”.",refutes,0,Facebook posts,2024-08-08
"In Pompano Beach, Florida, Somali immigrants illegally in the U.S. were in line to get driver’s licenses and “all you need to vote is a driver's license.”",refutes,0,Instagram posts,2024-08-07
“Violent crime was up under Donald Trump.”,supports,1,Tim Walz,2024-08-07
President Joe Biden walked “onto an empty airplane for no reason.”,refutes,0,Instagram posts,2024-08-07
“Police found human remains and evidence of cannibalism” at Oprah Winfrey’s home.,refutes,0,Viral image,2024-08-07
"“Michael Jordan rejects $400 million Disney offer, stating, ‘I do not collaborate with companies aligned with woke ideologies.’”",refutes,0,Facebook posts,2024-08-07
“Scientists at Exeter University have reconstructed this 3D model of how Moses might have looked.”,refutes,0,Viral image,2024-08-07
"During the 2020 Minnesota riots after George Floyd’s murder, Gov. Tim Walz didn’t call in the National Guard, “so, I sent in the National Guard to save Minneapolis.”",refutes,0,Donald Trump,2024-08-07
"“Elon Musk calls for ban on ‘The View,’ ‘I’d rather walk barefoot on hot asphalt than watch ‘The View.’”",refutes,0,Facebook posts,2024-08-07
"Eric Hovde “wants to repeal the Affordable Care Act, and kick millions off their health insurance.”",supports,1,Tammy Baldwin,2024-08-07
Tim Walz “changed the Minnesota flag so it could resemble the Somalian flag.”,refutes,0,X posts,2024-08-06
"“Elon Musk backs Caitlin Clark, offers $10 million endorsement.”",refutes,0,Facebook posts,2024-08-06
"Kamala Harris’ X post said the Olympics’ opening ceremony “made France look great! America, this is what we need to strive towards!”",refutes,0,Social Media,2024-08-06
Photo shows Israeli swimmers protesting Olympic rules by spelling out “bring them home.”,refutes,0,Facebook posts,2024-08-06
“Nowhere on her birth certificate does it say that she is BLACK OR AFRICAN. … Kamala Harris is NOT black and never has been.”,refutes,0,Laura Loomer,2024-08-06
"""Since Vice President Harris and I took office … incomes have risen faster than prices.""",supports,1,Joe Biden,2024-08-06
Video shows a “strong tornado in Atlanta.”,refutes,0,Viral image,2024-08-05
Says Simone Biles “announces retirement” and “reveals she is ‘expecting a baby.’”,refutes,0,Facebook posts,2024-08-05
"Olympic air pistol shooting medalist took up the sport during his divorce and told his ex-wife from the podium, “I want my dog back.”",refutes,0,Instagram posts,2024-08-05
"""Samsung drops out of $1 billion advertising campaign with Olympics.""",refutes,0,Facebook posts,2024-08-02
"""Mark Zuckerberg, CEO de Meta, ha retirado la verificación” de Nicolás Maduro en Facebook e Instagram.",refutes,0,Facebook posts,2024-08-02
El 31 de julio de 2024 confirmaron el fallecimiento del expresidente Donald Trump en un accidente de helicóptero.,refutes,0,Facebook posts,2024-08-02
Biden Executive Order 14019 “requires our taxpayer-funded federal agencies to violate the Hatch Act and engage in illegal vote harvesting.”,refutes,0,Claudia Tenney,2024-08-02
Vice President Kamala Harris “was born in Canada.”,refutes,0,Threads posts,2024-08-01
Switzerland “no longer recognizes Islam as an official religion.”,refutes,0,Threads posts,2024-07-31
“Netflix loses 6 million subscribers within hours of donation announcement.”,refutes,0,Facebook posts,2024-07-31
“Estados Unidos decide INVADIR VENEZUELA”.,refutes,0,Facebook posts,2024-07-31
President Joe Biden “killed his first wife.”,refutes,0,Instagram posts,2024-07-31
"Kamala Harris was “Indian all the way, and then all of a sudden, she made a turn and she went, she became a Black person.”",refutes,0,Donald Trump,2024-07-31
"“Even before the pandemic, America went into a manufacturing recession.”",supports,1,Pete Buttigieg,2024-07-31
Video shows that “JD Vance endorses Project 2025.”,refutes,0,Kamala Harris,2024-07-31
"""Kamala just launched her presidential campaign on RuPaul's Drag Race.""",refutes,0,Social Media,2024-07-31
"Says Kamala Harris tweeted, “It’s BLACK LIVES MATTER, not ‘Biden Loves Minors!’”",refutes,0,Viral image,2024-07-31
Says Kamala Harris proposed on X that “we have the next debate at a venue Donald Trump feels more comfortable: Jeffrey Epstein’s townhouse.”,refutes,0,Viral image,2024-07-31
Sen. JD Vance is “known for his obsession with couches.”,refutes,0,JB Pritzker,2024-07-31
Este video muestra un robo de votos en la elección del 2024 en Venezuela.,refutes,0,Instagram posts,2024-07-30
Video shows “thousands of Christians in France gathered to pray after Olympics opening mocked Jesus Christ.”,refutes,0,Instagram posts,2024-07-30
Project 2025 would end gay marriage.,refutes,0,Social Media,2024-07-30
“Netflix stock tumbles almost 40%” after the company donated to Kamala Harris’ campaign.,refutes,0,Facebook posts,2024-07-30
Vice President Kamala Harris is “calling for an end to the child tax credit.”,refutes,0,JD Vance,2024-07-30
Video shows “several masked men stormed a local voting station and stole the ballot boxes” in Venezuela’s 2024 election.,refutes,0,X posts,2024-07-30
“100 million ballots (Democrats) prefilled now have the wrong name.”,refutes,0,Social Media,2024-07-29
"""Mike Pence endorsed Kamala Harris.”",refutes,0,TikTok posts,2024-07-29
"Kamala Harris said, “Today we celebrate the Olympics. Because Olympians are Olympic.”",refutes,0,Threads posts,2024-07-29
Kamala Harris “supported abolishing ICE.”,refutes,0,Donald Trump,2024-07-29
Rose Garden video shows that President Joe Biden was taller when he emerged from July 24 Oval Office speech.,refutes,0,Instagram posts,2024-07-26
"“Today, America has record energy production and we are energy independent.”",supports,1,Kamala Harris,2024-07-26
"""Taylor Swift y Beyoncé se unen para un concierto épico en apoyo a Kamala Harris!"".",refutes,0,X posts,2024-07-26
ABC News reporter said “government tried to kill” former President Donald Trump.,refutes,0,Social Media,2024-07-26
"Thomas Matthew Crooks worked for BlackRock ""in the past"" and BlackRock owned the building Crooks stood on when he shot at the Trump campaign rally.",refutes,0,Facebook posts,2024-07-26
"Bruce Willis murió, 23 de julio de 2024.",refutes,0,Facebook posts,2024-07-25
"Financial advisory company Austin Private Wealth shorted 12 million shares of Trump Media July 12, the day before former President Donald Trump’s attempted assassination.",refutes,0,Instagram posts,2024-07-25
Video shows President Joe Biden’s July 24 address is “either CGI or a mask.”,refutes,0,Viral image,2024-07-25
Videos show Jill Biden alone in Paris and at White House with Joe Biden at the same time.,refutes,0,X posts,2024-07-25
Imágenes muestran a la subdirectora del FBI Janeen DiGuiseppi sentada detrás del expresidente Donald Trump durante su intento de asesinato.,refutes,0,X posts,2024-07-25
"Says Bruce Willis died, as of July 23, 2024.",refutes,0,Viral image,2024-07-25
Says Taylor Swift “announced a fund raising concert with Beyoncé in support of Harris” on July 23.,refutes,0,Threads posts,2024-07-25
Image shows former President Donald Trump golfing July 23 with “no wound. No bandage.”,refutes,0,Viral image,2024-07-25
President Joe Biden is stepping down from the 2024 presidential race because he’s dead.,refutes,0,Instagram posts,2024-07-25
"""Muere la madre de Michelle Obama, deja herencia a 'Mi hijo Michael'"".",refutes,0,X posts,2024-07-25
"Usha Vance, wife of Republican vice presidential nominee JD Vance, posted on X that Vice President Kamala Harris was “absolutely a DEI hire.”",refutes,0,Threads posts,2024-07-24
Photo shows “Thomas Matthew Crooks wearing a quipá.”,refutes,0,Viral image,2024-07-24
"The death of Rep. Sheila Jackson Lee, D-Texas, six days after the Trump rally shooting was linked to her “oversight of the Secret Service.”",refutes,0,X posts,2024-07-24
"As of July 23, 2024, “Trump has announced he won’t debate Kamala Harris.”",refutes,0,Threads posts,2024-07-24
Starbucks was an “official sponsor of the RNC.”,refutes,0,Facebook posts,2024-07-24
"""Kamala Harris no es elegible para postularse para la presidencia. Ninguno de sus padres eran ciudadanos estadounidenses natos cuando ella nació"".",refutes,0,X posts,2024-07-24
"“Michelle Obama’s mother dies, leaves inheritance to ‘my son Michael.’”",refutes,0,Viral image,2024-07-24
Images show FBI assistant director Janeen DiGuiseppi seated behind former President Donald Trump during his assassination attempt.,refutes,0,Facebook posts,2024-07-23
"Fox News aired a chyron that said, “Kamala could be the oldest elected female president.”",refutes,0,Viral image,2024-07-23
The absence of the presidential seal on President Joe Biden’s letter announcing his exit from the presidential race proves “this wasn’t Biden’s choice.”,refutes,0,X posts,2024-07-23
Photo shows Trump shooter Thomas Matthew Crooks was transgender.,refutes,0,Instagram posts,2024-07-23
There are nine states “where Biden’s name can’t be removed and no one can be added. That’s over 130 electoral votes in the toilet.”,refutes,0,Instagram posts,2024-07-23
“The state of Washington has already sent out their ballots” for the 2024 presidential election.,refutes,0,Instagram posts,2024-07-23
"Former President Jimmy Carter “passed away Tuesday, July 23, at 01:34 am at his home in Plains, Georgia at the age of 99.”",refutes,0,X posts,2024-07-23
Project 2025 would “end Head Start.”,supports,1,Kamala Harris,2024-07-23
"Says former President Donald Trump said, “It took my entire ear off. The whole ear.”",refutes,0,Viral image,2024-07-22
"Kamala Harris “returned” a $5,000 donation Donald Trump made to her campaign in 2011.",refutes,0,Threads posts,2024-07-22
Kamala Harris “is not eligible to hold the office of president” because her parents were non-citizens.,refutes,0,Instagram posts,2024-07-22
